Age,Potential,Wage,Preferred Foot,Weak Foot,Position,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,Positioning,Vision,Penalties,GKPositioning,GKReflexes,Value
26,81,€130K,Left,4,CAM,5'7,159lbs,78,71,45,81,76,86,88,84,84,77,84,80,91,87,52,75,73,74,81,65,11,11,€19M
25,83,€18K,Right,5,RM,5'8,137lbs,73,76,67,76,75,91,85,84,87,79,90,82,87,66,72,74,39,80,77,68,14,9,€21.5M
25,85,€61K,Right,3,GK,6'5,207lbs,20,19,14,41,16,12,16,22,54,52,53,77,58,25,59,28,80,17,34,25,77,84,€16.5M
26,82,€42K,Right,3,CB,6'4,187lbs,60,50,79,79,51,67,50,71,66,82,59,78,47,78,54,74,85,55,67,53,7,14,€17.5M
28,81,€140K,Right,4,CM,6'0,154lbs,74,71,58,83,65,77,80,82,75,68,79,82,78,75,61,87,67,78,78,79,9,8,€17.5M
27,81,€19K,Right,4,RW,5'8,170lbs,78,77,73,75,72,85,79,84,89,87,83,80,76,80,87,85,63,83,76,75,5,14,€18.5M
25,82,€77K,Right,3,LM,5'10,159lbs,74,78,51,74,79,84,83,86,86,87,85,72,81,74,60,68,54,78,73,67,5,3,€21M
28,82,€130K,Right,3,RCB,6'4,179lbs,52,54,82,63,49,59,49,58,61,74,55,75,45,42,76,71,87,48,49,52,15,15,€16M
31,81,€25K,Left,3,RCM,5'11,187lbs,76,81,69,78,73,82,78,79,81,80,69,82,59,94,69,86,92,82,75,78,11,12,€15.5M
29,81,€65K,Right,4,CAM,5'9,150lbs,65,76,48,83,76,86,74,83,74,60,87,81,88,54,65,82,39,80,80,80,9,13,€17.5M
25,85,€90K,Right,3,CAM,5'6,130lbs,74,70,56,80,61,87,76,86,84,78,86,73,89,75,75,73,39,73,79,73,7,15,€23M
28,81,€1K,Right,4,ST,6'2,176lbs,56,84,70,77,79,77,78,78,88,85,75,74,66,80,67,74,75,84,75,74,15,10,€18.5M
29,81,€43K,Right,4,CF,5'11,176lbs,76,79,64,85,86,78,79,83,74,67,70,84,78,81,73,78,69,84,83,80,11,12,€18M
28,82,€59K,Right,4,CB,6'1,183lbs,49,28,80,75,47,63,44,71,71,83,64,81,61,62,80,67,78,35,59,43,12,15,€16M
29,81,€84K,Right,4,LW,5'10,154lbs,79,66,57,81,60,88,72,88,86,76,83,80,78,73,64,73,60,78,84,90,6,8,€17.5M
32,81,€52K,Right,2,GK,6'3,163lbs,15,10,12,44,10,25,14,23,60,62,68,76,62,25,84,45,68,13,58,24,81,83,€10M
30,81,€1K,Right,3,RCB,6'2,170lbs,58,51,83,72,45,59,38,65,52,52,60,81,61,57,78,61,78,51,57,56,10,7,€13M
29,81,€23K,Right,3,RCB,6'2,185lbs,54,55,82,73,37,46,52,71,56,65,40,73,58,78,70,76,80,31,49,61,10,15,€14M
29,81,€69K,Right,4,LCB,6'1,176lbs,43,39,75,74,54,58,33,60,65,72,63,78,61,73,73,83,77,49,65,34,14,15,€14M
33,81,€86K,Right,3,LM,5'6,139lbs,82,74,48,82,76,83,82,82,81,79,86,77,92,75,60,73,37,76,77,68,6,8,€11M
31,81,€32K,Right,3,RM,6'0,161lbs,91,76,36,83,68,84,87,85,63,63,68,76,73,84,39,65,63,79,82,71,15,16,€15.5M
31,81,€65K,Right,4,CM,6'1,190lbs,75,78,74,82,83,79,81,84,67,65,77,79,68,84,76,68,78,79,78,67,16,6,€15M
33,81,€57K,Right,4,RB,6'0,174lbs,82,65,74,76,64,72,80,76,74,83,66,81,66,78,77,77,78,73,71,65,6,12,€7M
31,81,€74K,Right,4,RM,5'11,154lbs,83,73,55,78,75,82,74,83,77,78,74,78,76,87,35,86,69,79,77,83,4,14,€15.5M
29,81,€46K,Right,3,RB,5'11,163lbs,78,74,67,82,71,80,83,81,74,76,79,80,63,86,59,90,70,73,81,64,13,13,€17M
26,82,€105K,Left,2,RM,6'0,176lbs,78,74,69,83,77,86,83,84,76,74,75,78,74,81,63,78,68,79,83,75,8,13,€21M
27,81,€92K,Left,3,LB,5'9,168lbs,82,57,62,76,64,80,64,77,79,78,69,82,76,68,75,78,72,68,73,57,13,13,€14.5M
29,81,€15K,Left,2,RW,5'10,170lbs,79,81,70,81,82,83,81,83,78,80,81,78,81,74,68,74,67,81,81,72,13,10,€17.5M
30,81,€28K,Right,4,LCM,6'1,190lbs,75,65,57,81,77,82,80,81,66,67,66,81,66,81,49,81,76,75,81,68,15,8,€16.5M
32,81,€120K,Right,2,RM,5'11,183lbs,79,60,62,81,64,80,70,81,82,85,72,82,78,85,69,79,79,73,71,55,7,7,€10M
33,81,€70K,Right,2,GK,6'3,183lbs,14,13,11,20,17,14,18,22,50,47,52,71,44,14,68,25,65,15,52,22,80,84,€9M
31,81,€85K,Right,4,RCM,5'7,134lbs,77,74,70,83,76,79,82,82,66,59,76,75,84,76,77,78,63,74,80,70,13,13,€15M
33,81,€74K,Right,4,CAM,5'9,161lbs,78,67,60,89,70,85,78,88,55,52,74,81,80,72,67,69,66,70,86,72,8,7,€11M
35,81,€39K,Right,4,RS,5'11,174lbs,66,84,68,76,87,76,78,81,73,67,71,81,75,87,69,66,76,84,77,84,4,4,€8M
32,81,€56K,Right,3,ST,6'0,170lbs,61,84,82,75,79,78,61,79,69,70,59,78,58,84,74,68,83,79,69,83,9,13,€14M
32,81,€1K,Right,4,LM,5'9,165lbs,79,70,59,80,69,86,79,83,83,76,82,76,76,81,74,76,71,75,81,73,16,8,€14M
28,81,€20K,Right,4,CM,6'0,159lbs,63,68,59,78,59,76,67,78,71,73,66,78,70,81,66,94,73,81,77,64,7,16,€17.5M
33,81,€41K,Right,4,CF,5'9,152lbs,78,78,63,83,83,87,79,85,74,66,83,82,83,77,70,62,62,82,81,72,13,14,€11M
31,81,€19K,Right,5,LM,5'10,150lbs,80,70,61,79,75,87,86,86,77,74,92,77,77,85,37,74,62,74,79,72,6,6,€15.5M
32,81,€120K,Right,4,CM,5'9,154lbs,86,62,66,84,76,76,81,79,63,62,69,84,73,82,62,91,71,72,79,83,1,1,€13.5M
34,81,€18K,Left,2,LCB,6'2,185lbs,79,52,80,73,61,65,82,62,68,74,52,74,43,80,65,78,89,58,58,72,9,5,€5.5M
36,81,€24K,Right,3,LS,5'10,165lbs,86,80,59,82,68,85,86,83,69,65,72,80,72,74,33,54,64,81,84,75,10,11,€6M
21,85,€25K,Right,3,ST,6'1,185lbs,56,85,81,76,76,76,68,77,61,65,45,77,53,79,73,71,80,83,60,67,12,6,€20.5M
19,89,€32K,Left,5,CAM,6'2,183lbs,69,72,65,82,71,81,65,83,77,86,78,78,71,66,69,73,61,78,83,49,10,12,€22M
21,89,€51K,Right,3,CM,5'11,168lbs,67,59,56,82,59,86,67,84,84,76,83,79,83,80,63,78,78,70,79,60,8,7,€22.5M
20,90,€51K,Right,4,LM,5'9,154lbs,68,72,54,84,68,84,78,82,79,79,81,78,81,61,61,79,61,73,84,63,7,10,€23.5M
21,87,€31K,Right,4,RM,5'11,168lbs,80,74,56,84,66,79,69,82,75,77,75,80,70,77,59,78,65,77,83,73,13,11,€21M
22,88,€115K,Right,3,RB,5'9,146lbs,81,45,73,77,48,69,69,77,80,82,78,77,79,58,71,80,63,68,63,62,5,14,€18.5M
24,84,€11K,Left,2,CAM,5'9,139lbs,71,74,43,79,75,81,74,79,90,89,86,79,64,78,46,85,52,74,79,64,13,12,€19.5M
30,80,€34K,Left,4,LB,5'10,152lbs,82,51,69,78,47,77,83,78,78,80,83,80,81,55,71,89,68,72,75,61,7,7,€10.5M
34,80,€34K,Right,4,CDM,5'10,165lbs,75,58,59,78,58,75,48,77,69,68,78,78,77,72,67,89,71,54,73,61,15,8,€4.5M
21,87,€29K,Left,3,CAM,5'11,172lbs,81,78,44,80,64,84,69,85,72,75,70,81,70,73,58,71,59,80,79,52,13,11,€21M
26,83,€80K,Right,3,RCB,6'2,187lbs,33,31,82,71,24,47,30,56,56,65,42,77,42,71,73,76,84,27,45,48,9,15,€15.5M
27,80,€19K,Right,3,RS,6'1,183lbs,59,80,81,68,75,62,58,65,87,88,67,76,50,86,74,91,90,84,65,71,11,11,€16M
22,86,€33K,Right,3,RB,6'1,168lbs,66,37,73,78,57,66,58,77,69,73,68,77,66,60,86,77,74,54,66,51,7,15,€17.5M
21,85,€50K,Right,4,LDM,6'0,163lbs,50,50,76,74,66,74,58,75,73,73,67,79,67,82,90,92,75,67,67,55,7,13,€17M
22,85,€14K,Right,3,GK,6'2,205lbs,15,12,20,33,13,26,30,38,64,62,68,78,53,21,80,39,67,11,62,27,75,80,€14.5M
22,86,€72K,Left,3,RCM,5'9,154lbs,75,73,59,81,69,81,82,82,72,75,81,77,81,79,64,80,67,78,81,60,15,14,€20M
26,80,€16K,Left,3,LB,5'8,152lbs,87,65,63,78,68,85,87,82,79,75,84,76,86,83,69,90,84,75,78,74,13,14,€12.5M
21,87,€59K,Right,3,LCM,5'11,176lbs,75,61,51,84,74,73,79,80,64,64,65,77,70,83,68,78,70,61,83,62,8,10,€20.5M
24,85,€140K,Right,4,ST,5'11,168lbs,50,81,82,69,70,75,76,72,84,85,79,82,72,85,92,81,79,79,63,75,8,15,€20M
28,80,€19K,Left,3,CB,6'2,179lbs,56,50,86,68,49,56,37,60,52,51,59,77,52,67,85,75,85,46,53,51,13,12,€12M
24,86,€73K,Right,3,CB,6'2,176lbs,34,36,82,63,51,62,20,63,65,69,58,77,59,38,76,67,79,34,32,30,9,5,€17.5M
26,81,€63K,Right,3,LM,6'2,179lbs,71,61,75,83,62,84,64,84,74,69,66,83,56,78,67,81,75,74,81,56,4,4,€14.5M
23,85,€85K,Right,3,LCM,6'2,187lbs,55,37,71,78,36,76,51,77,67,69,64,74,57,72,76,83,80,60,73,45,14,10,€17M
22,86,€50K,Right,4,CM,5'10,150lbs,67,60,43,83,59,85,68,83,78,67,87,79,84,83,76,89,58,66,81,55,12,11,€20M
25,83,€17K,Right,4,RW,5'8,146lbs,77,66,46,75,64,86,76,84,91,93,88,80,89,75,58,78,40,78,75,59,12,8,€18.5M
23,85,€65K,Right,4,RM,5'11,176lbs,75,78,58,76,68,83,70,85,92,92,82,76,78,78,67,73,76,77,72,60,8,15,€20M
26,85,€26K,Right,3,GK,6'2,185lbs,12,15,12,32,16,14,19,15,54,48,58,76,50,24,65,42,73,12,58,24,77,83,€14M
31,80,€22K,Right,2,GK,6'2,194lbs,18,11,19,34,18,19,14,29,40,40,40,79,34,25,65,28,82,18,55,20,79,84,€9M
22,85,€65K,Left,3,RM,5'9,150lbs,78,79,38,79,56,82,76,81,83,76,84,78,86,76,51,70,56,78,77,65,12,11,€20M
22,85,€40K,Right,4,LS,5'11,170lbs,73,82,76,69,70,81,69,80,77,81,78,80,75,78,74,75,73,82,65,67,8,15,€20M
24,84,€37K,Left,4,RCM,6'0,159lbs,72,72,46,82,59,82,85,84,67,67,77,81,77,75,72,74,67,78,81,70,14,14,€19.5M
23,85,€33K,Left,3,LB,5'8,146lbs,82,61,52,81,58,77,80,81,86,87,79,82,83,62,54,83,61,74,72,52,12,9,€16.5M
24,85,€130K,Right,4,LDM,6'2,185lbs,61,65,69,82,63,80,82,78,68,62,67,77,64,80,58,76,86,74,81,55,14,8,€19.5M
25,82,€20K,Left,2,LB,5'7,143lbs,75,57,73,75,38,74,61,74,85,86,79,75,79,66,90,91,63,67,68,46,15,16,€15M
23,85,€47K,Right,4,RDM,5'11,161lbs,78,74,69,80,70,77,75,79,77,74,79,80,69,79,75,79,76,77,82,68,9,9,€19.5M
26,83,€23K,Left,2,GK,6'1,179lbs,12,16,10,24,13,13,20,14,48,42,62,77,51,21,72,43,72,14,45,23,81,81,€13M
24,85,€91K,Right,4,CM,6'0,181lbs,70,60,72,81,61,76,68,81,69,73,73,78,71,81,76,85,83,73,79,60,13,11,€19.5M
24,84,€89K,Right,4,CAM,5'10,168lbs,81,65,53,83,77,85,92,86,73,69,78,78,77,86,46,76,54,75,80,71,6,10,€19.5M
24,82,€28K,Right,3,RWB,6'2,183lbs,68,55,85,75,53,62,44,72,55,69,55,79,49,74,65,74,81,55,68,67,8,10,€15.5M
25,83,€88K,Right,3,RCB,6'3,181lbs,60,50,81,71,40,66,53,69,58,65,59,75,62,58,82,68,85,29,56,48,14,11,€15.5M
24,85,€ 0,Right,4,CM,5'11,165lbs,76,55,60,84,73,78,79,82,75,69,77,74,77,82,61,79,69,74,82,57,9,10,€ 0
28,80,€1K,Left,3,RDM,5'11,168lbs,63,53,69,81,56,64,60,78,71,64,60,78,73,75,71,82,76,54,69,52,14,9,€12M
22,85,€96K,Left,2,LB,5'11,165lbs,82,47,70,78,54,82,63,80,83,85,74,77,74,65,73,77,75,73,69,53,7,7,€16.5M
28,80,€29K,Left,2,CB,6'3,183lbs,57,40,79,76,39,56,36,67,51,62,50,68,33,67,73,64,81,48,47,48,10,8,€12M
24,83,€41K,Right,2,RS,6'3,201lbs,40,84,80,70,79,72,52,79,68,76,68,82,53,77,80,72,91,84,72,88,7,6,€19M
25,81,€97K,Right,4,LM,5'5,132lbs,77,71,59,76,68,82,73,84,94,86,94,80,96,76,61,68,34,72,77,57,10,12,€17.5M
30,80,€30K,Right,4,LM,5'7,139lbs,77,70,41,76,68,88,85,82,88,77,94,76,93,72,63,76,51,75,74,51,15,8,€14M
26,81,€37K,Right,4,RM,5'10,154lbs,63,81,72,83,72,82,67,83,85,80,79,67,72,77,71,83,71,80,77,53,15,13,€17.5M
24,84,€105K,Right,5,ST,6'1,172lbs,65,82,75,64,85,78,66,80,77,76,75,79,76,81,80,66,78,84,62,67,7,15,€19.5M
30,80,€24K,Right,4,LS,6'0,157lbs,60,83,68,78,77,81,74,83,73,72,88,78,72,79,74,74,68,82,81,65,8,16,€14.5M
29,81,€17K,Right,3,GK,6'2,187lbs,15,14,19,17,13,14,17,20,34,35,32,76,53,20,70,35,73,15,68,13,81,85,€11.5M
26,83,€48K,Right,3,GK,6'7,168lbs,11,14,11,32,14,15,13,24,50,47,36,71,45,17,72,37,73,13,43,22,80,80,€13M
23,85,€85K,Right,3,RB,5'10,163lbs,76,52,60,76,41,75,63,78,94,91,82,78,77,52,63,84,58,67,66,62,13,12,€16.5M
26,81,€39K,Right,2,RWB,6'0,179lbs,86,28,71,77,57,76,57,77,78,78,66,82,66,66,69,86,79,72,68,54,13,7,€14M
25,85,€39K,Right,3,GK,6'5,209lbs,11,16,12,40,12,21,12,36,58,55,55,73,50,29,76,40,79,16,40,42,80,84,€14M
25,81,€51K,Right,4,CB,6'6,216lbs,46,34,87,67,28,44,41,54,35,38,29,78,28,83,33,54,94,46,60,75,15,10,€14.5M
25,83,€56K,Right,4,RCB,6'4,179lbs,59,36,80,73,40,66,54,70,55,63,58,75,57,63,82,69,81,43,66,52,9,7,€15.5M
24,82,€56K,Right,4,RS,5'10,161lbs,75,69,40,78,68,88,84,86,89,88,94,74,77,72,70,70,54,77,76,77,11,11,€18.5M
24,84,€73K,Right,3,CDM,6'2,198lbs,67,52,82,77,51,65,60,70,62,68,52,78,38,82,77,78,89,53,67,70,13,9,€16.5M
26,84,€38K,Right,2,LCB,6'0,172lbs,56,37,76,68,54,58,38,64,75,76,77,73,72,68,89,72,80,45,54,46,11,14,€16M
29,80,€53K,Right,4,CDM,6'1,176lbs,69,54,66,82,66,72,64,80,55,56,68,78,64,72,58,79,71,62,78,68,15,6,€11.5M
28,80,€1K,Left,2,LB,5'10,181lbs,80,60,59,81,55,83,65,81,84,80,72,81,82,75,59,88,75,82,71,51,11,10,€11.5M
25,81,€37K,Left,2,LWB,5'11,172lbs,83,48,54,78,49,79,59,78,88,86,76,78,73,65,60,79,76,73,67,56,7,14,€14.5M
24,84,€79K,Left,3,LB,5'10,163lbs,82,52,68,81,45,76,68,82,76,75,68,77,79,77,73,79,69,69,72,60,6,13,€16M
26,81,€42K,Left,3,ST,6'1,159lbs,67,85,69,72,74,78,60,78,77,76,74,85,67,85,77,75,67,83,71,74,9,11,€17.5M
26,80,€30K,Right,4,LM,5'10,143lbs,78,74,47,77,75,82,81,81,92,89,82,72,79,78,72,73,58,74,74,56,7,13,€16M
29,80,€55K,Right,3,LCB,6'0,168lbs,65,41,79,66,36,53,44,66,70,80,64,75,63,54,79,76,77,43,50,51,9,8,€11.5M
27,81,€24K,Right,4,ST,5'10,174lbs,62,78,65,75,75,85,77,83,86,89,85,79,80,80,62,74,80,81,73,74,14,6,€17.5M
26,82,€19K,Right,3,ST,6'0,181lbs,57,80,77,75,81,81,80,80,76,83,72,77,63,81,78,83,85,80,81,76,7,8,€18M
24,85,€94K,Right,4,CM,5'9,154lbs,78,69,39,80,58,84,73,84,84,85,81,78,88,80,69,82,72,79,81,69,9,9,€19.5M
25,83,€82K,Right,3,RB,5'9,168lbs,83,54,75,78,47,76,69,79,79,78,73,81,76,71,94,77,74,72,71,64,16,9,€15.5M
26,82,€99K,Right,2,CB,6'4,198lbs,54,36,82,77,50,65,63,69,55,69,55,80,47,66,66,73,77,51,72,42,7,10,€15M
28,80,€1K,Left,3,LCB,6'1,183lbs,68,57,69,78,53,69,75,73,69,72,68,76,73,87,74,82,84,53,75,50,12,6,€12M
28,80,€34K,Right,4,RS,5'11,170lbs,70,81,81,79,82,76,55,80,60,65,70,82,67,77,81,80,83,84,72,63,14,6,€15.5M
28,80,€92K,Left,2,RM,6'3,183lbs,80,77,69,78,74,86,83,83,69,76,73,82,67,83,61,60,76,79,78,85,5,14,€15M
27,81,€27K,Right,3,RB,5'9,159lbs,84,28,65,71,28,69,78,80,71,71,77,80,66,74,82,91,69,46,64,23,9,15,€13.5M
27,80,€15K,Right,3,RB,6'1,176lbs,80,54,74,78,45,75,77,79,65,66,66,82,60,70,77,84,78,66,69,43,12,8,€12M
28,80,€44K,Left,3,CAM,5'11,170lbs,75,80,58,80,73,81,78,83,70,67,75,81,73,88,76,66,76,82,74,65,14,6,€15M
25,83,€81K,Left,3,LB,5'11,170lbs,86,59,64,78,67,76,82,78,73,73,73,80,70,78,73,77,75,68,74,83,14,11,€15.5M
27,80,€65K,Right,4,LM,6'0,170lbs,78,74,60,82,73,84,78,84,75,76,75,74,73,68,65,77,63,76,80,72,4,8,€15.5M
27,80,€35K,Right,3,RB,6'0,163lbs,79,68,65,77,77,73,75,76,76,80,68,79,60,81,73,77,79,64,57,50,9,15,€12M
29,80,€63K,Right,3,CB,6'3,196lbs,70,40,83,67,29,55,70,60,52,60,33,66,45,85,71,70,90,44,52,52,10,6,€11.5M
28,80,€22K,Left,4,LB,5'11,159lbs,81,46,72,83,62,73,84,80,62,53,72,84,75,68,72,83,74,66,76,56,14,10,€12M
27,83,€16K,Right,4,GK,6'2,194lbs,17,12,19,37,19,15,13,34,57,45,54,77,42,25,57,40,65,11,57,27,79,83,€12.5M
26,81,€52K,Right,4,CAM,6'0,163lbs,72,69,48,78,74,87,80,86,82,76,81,74,79,76,63,60,58,75,78,75,6,12,€17.5M
27,80,€30K,Left,3,RCM,5'11,163lbs,79,77,38,84,63,81,81,80,67,62,69,79,69,71,36,55,56,81,82,66,13,12,€15.5M
28,80,€59K,Left,3,RW,5'9,152lbs,78,75,53,82,69,84,80,85,79,76,85,78,85,70,36,74,53,80,78,77,13,7,€15M
27,80,€23K,Right,3,ST,6'2,190lbs,66,79,93,76,83,66,63,76,53,57,58,81,59,84,81,83,84,84,69,64,8,11,€16M
31,80,€48K,Right,3,GK,6'3,176lbs,35,11,20,39,13,16,32,24,51,52,63,72,48,45,68,41,62,13,52,29,77,82,€9M
25,83,€31K,Right,3,CAM,5'7,139lbs,74,76,43,80,63,86,78,83,83,75,88,81,94,61,73,64,46,80,77,61,13,12,€18.5M
30,80,€33K,Right,3,RW,5'10,150lbs,88,69,52,82,62,85,83,84,78,71,81,76,74,80,65,68,58,74,84,58,6,10,€14M
28,80,€37K,Right,3,CDM,5'10,163lbs,73,63,59,82,66,78,82,82,69,65,77,83,75,73,65,77,66,72,80,71,12,10,€12M
27,81,€61K,Right,4,GK,6'2,190lbs,13,13,11,25,12,10,14,24,45,52,42,80,37,22,75,45,73,12,46,17,82,83,€11.5M
27,82,€86K,Right,3,CDM,6'0,192lbs,62,61,71,77,60,68,62,75,54,61,68,81,65,79,79,78,92,63,64,65,13,16,€14.5M
28,80,€50K,Right,3,CB,6'0,170lbs,60,33,77,75,64,68,37,74,72,72,68,74,78,58,83,63,74,54,63,50,15,7,€12M
28,80,€31K,Left,4,CAM,5'10,163lbs,82,77,45,81,73,81,83,80,75,73,78,74,78,78,61,68,61,75,85,90,10,14,€15M
28,81,€51K,Right,3,CDM,6'0,165lbs,50,58,83,80,52,64,62,75,63,55,68,81,63,76,85,79,75,66,76,48,8,10,€13.5M
29,80,€61K,Right,2,GK,6'4,185lbs,14,12,8,41,13,13,12,22,41,40,34,79,39,24,66,29,41,8,42,22,80,86,€10M
27,80,€85K,Right,3,RCB,5'11,161lbs,55,40,76,69,36,65,53,67,69,71,73,76,68,57,83,68,76,50,64,57,6,12,€12.5M
31,80,€41K,Right,3,ST,6'1,159lbs,68,80,87,74,74,78,66,79,70,69,65,81,62,79,83,81,78,82,69,80,16,8,€13.5M
28,80,€45K,Right,2,GK,6'4,190lbs,16,10,23,29,10,19,18,25,42,44,41,72,50,23,67,35,68,11,36,24,76,81,€10.5M
34,80,€39K,Left,3,CM,6'0,161lbs,60,66,61,85,48,74,72,78,34,31,49,77,60,80,58,50,72,69,85,75,11,8,€7M
28,80,€120K,Left,3,LB,5'9,172lbs,74,64,60,82,59,77,72,82,75,72,87,81,86,82,67,87,65,72,73,65,11,6,€11.5M
30,80,€110K,Right,5,CM,5'10,161lbs,74,72,67,84,72,84,77,85,70,69,78,74,75,72,70,77,64,75,83,70,8,11,€13.5M
31,80,€64K,Right,2,RCB,6'3,187lbs,36,48,83,70,42,51,39,65,54,54,49,71,47,76,81,85,90,39,57,51,7,14,€10M
29,80,€97K,Right,3,RWB,5'10,148lbs,82,61,69,78,64,79,42,78,77,75,73,80,74,75,71,77,69,75,70,55,13,7,€11M
28,80,€35K,Right,3,ST,5'11,179lbs,68,80,69,75,75,81,81,80,84,85,83,78,69,76,78,67,72,79,66,74,15,8,€15.5M
31,80,€27K,Left,3,LB,5'9,152lbs,81,56,69,77,69,74,82,80,76,79,76,78,76,87,63,85,68,70,66,61,9,14,€9.5M
32,80,€99K,Left,3,LB,5'10,159lbs,76,55,72,77,58,73,74,77,72,67,70,82,73,74,74,74,65,66,66,61,3,5,€8M
31,80,€30K,Right,3,LCM,5'10,168lbs,80,69,47,84,61,72,83,80,64,41,70,78,73,87,59,77,70,77,84,69,6,13,€12.5M
32,80,€20K,Right,3,LDM,5'10,161lbs,70,69,59,81,57,78,65,81,69,71,75,80,79,74,59,75,73,78,81,62,16,9,€11M
31,80,€45K,Right,3,ST,5'8,154lbs,70,78,67,79,78,75,76,79,86,85,81,80,77,82,85,75,64,85,75,81,8,6,€13.5M
33,80,€13K,Right,4,LW,5'11,168lbs,69,81,54,78,77,86,80,84,77,76,87,82,81,83,31,89,73,83,77,80,7,15,€9M
31,80,€23K,Left,4,CAM,6'0,179lbs,78,62,60,82,73,84,78,86,70,74,68,76,68,84,68,72,77,75,82,76,5,3,€13M
31,80,€91K,Right,3,GK,6'4,192lbs,11,14,12,39,17,12,12,40,47,44,52,78,44,14,63,35,75,11,55,16,77,82,€9M
31,80,€21K,Left,3,LCB,6'0,165lbs,82,56,69,80,62,72,72,73,78,77,68,78,65,68,80,89,73,68,75,70,9,9,€10M
32,80,€12K,Right,3,RF,5'10,165lbs,78,80,70,79,75,78,80,82,62,60,72,80,73,85,68,82,63,84,82,79,10,12,€11.5M
28,80,€125K,Left,2,ST,5'11,168lbs,62,83,70,72,73,79,62,80,72,78,74,78,64,82,70,55,66,81,74,75,5,13,€15.5M
31,80,€30K,Right,3,CAM,6'0,185lbs,78,79,90,79,55,78,72,85,47,57,66,86,64,85,76,74,82,85,83,76,16,15,€13M
30,80,€65K,Right,3,LCM,5'9,159lbs,77,67,62,81,70,78,78,80,67,62,71,80,79,76,70,77,68,73,80,71,16,10,€13.5M
33,80,€68K,Right,2,LCB,6'3,179lbs,39,35,83,68,43,46,33,57,49,62,49,72,52,46,73,76,86,33,28,39,6,11,€6M
31,80,€51K,Left,3,LCB,6'0,174lbs,67,55,70,71,51,66,45,69,70,68,70,78,67,79,65,69,74,55,60,57,6,13,€10M
32,80,€99K,Right,3,CB,6'4,194lbs,28,56,85,66,47,56,48,61,42,48,51,79,47,63,80,61,79,45,56,53,5,12,€8.5M
33,80,€75K,Right,3,CDM,5'9,163lbs,60,38,59,79,37,73,57,80,69,69,79,77,87,74,76,85,68,50,73,49,10,15,€6M
32,80,€37K,Right,3,RCB,5'11,176lbs,65,55,81,74,44,62,59,73,62,63,63,76,72,65,81,73,78,58,63,68,11,14,€8.5M
34,80,€37K,Left,4,CB,6'2,187lbs,58,47,80,74,44,57,51,74,38,41,52,76,64,64,65,62,81,41,62,57,6,13,€4.5M
33,80,€ 0,Right,4,LCB,6'4,185lbs,49,51,81,73,37,49,36,63,46,49,55,76,36,74,64,67,83,54,49,79,10,15,€ 0
32,80,€70K,Right,3,ST,6'2,201lbs,72,83,78,70,78,73,77,73,73,68,66,74,55,84,72,71,89,80,72,78,11,11,€12M
32,80,€46K,Right,4,LS,6'2,196lbs,60,81,82,70,73,72,68,71,63,66,62,80,50,82,76,60,86,83,62,69,7,14,€12M
32,80,€1K,Right,3,GK,6'1,172lbs,19,13,18,23,10,15,19,22,51,50,53,71,45,24,62,35,72,11,59,10,82,84,€8.5M
34,80,€1K,Right,3,RDM,5'9,154lbs,67,61,59,80,60,73,62,78,67,65,77,76,76,71,70,86,64,64,72,62,13,12,€4.5M
33,80,€53K,Right,3,RB,5'11,157lbs,81,54,59,77,49,75,80,78,74,86,74,82,63,68,68,80,74,68,72,66,15,7,€5.5M
36,80,€17K,Right,3,GK,6'5,196lbs,11,12,10,28,14,11,10,23,34,52,48,78,47,22,68,42,66,11,53,21,81,76,€2M
33,80,€39K,Right,5,LCM,5'6,146lbs,85,71,58,85,72,84,86,86,58,52,72,76,84,77,53,53,54,76,86,80,7,15,€8.5M
32,80,€22K,Right,2,RM,5'7,132lbs,82,64,55,75,75,80,82,80,89,88,87,78,87,75,65,82,35,79,73,56,7,13,€11.5M
34,80,€20K,Right,3,LDM,5'9,161lbs,63,42,66,79,51,58,63,80,69,62,72,79,78,76,80,76,72,51,68,60,5,5,€4.5M
34,80,€51K,Right,2,GK,6'4,174lbs,10,17,13,35,15,24,17,25,44,43,50,77,50,23,62,33,55,10,43,21,78,82,€6M
36,80,€27K,Right,4,RB,5'10,172lbs,85,69,60,85,72,72,86,83,69,76,71,78,65,83,67,74,72,76,86,84,6,12,€1.7M
33,80,€11K,Right,3,LCB,6'0,174lbs,76,69,75,82,79,71,82,78,36,37,61,81,63,81,71,67,75,73,81,77,13,11,€6M
34,80,€26K,Right,2,GK,6'2,183lbs,11,11,12,31,13,13,16,24,46,34,54,74,49,21,62,30,57,10,68,11,80,79,€6M
32,80,€13K,Right,4,ST,5'9,183lbs,77,80,75,81,83,74,84,80,65,65,66,82,77,85,74,74,78,80,82,81,8,7,€12M
34,80,€10K,Right,4,LS,6'1,174lbs,68,76,77,79,81,80,80,79,71,78,70,73,51,83,75,60,72,80,76,74,9,10,€8M
39,80,€10K,Right,3,GK,6'1,187lbs,11,10,10,36,18,14,14,20,34,40,52,67,48,21,74,28,74,10,34,20,82,79,€1M
20,86,€1K,Left,4,RM,5'10,152lbs,76,75,45,80,68,80,68,81,82,83,77,78,73,70,50,74,47,75,80,61,6,12,€18M
